article_text,paragraphs,article,n_characters,news_site,article_text_eng,Sentiment,Mixed,Negative,Neutral,Positive
"Angela Merkel szerint a két elv összehangolása és minden tagország megelégedettségének kiváltása a soros elnökségnek „nagyjából annyira nehéznek bizonyul, mint a kör négyszögesítése”. „Teljes erővel dolgozunk, de a helyzet nagyon óvatosan fogalmazva nem egyszerű” – mondta.",4,2,273,444,"According to Angela Merkel, the coordination of the two principles and the satisfaction of all Member States is 'about as difficult as the quadrature of the circle' for the rotating presidency. “We are working at full force, but the situation is very careful,” he said.",NEUTRAL,1.4972210919950157e-4,0.0874144658446312,0.9030859470367432,0.009349916130304337
"Azt mondta, egyes tagállamok „azt mondják, hogy nem kötünk kompromisszumot és jottányit sem változtatunk”, de azzal az elvárással fordulnak a soros elnökség felé, hogy „kérlek, juss eredményre”. Szerinte a politika feladata éppen az, hogy megtalálja a mindenkinek elfogadható megoldásokat, de „kompromisszum nélkül ez nem sikerülhet”, ezért minden féltől kompromisszumokra nyitott hozzáállás szükséges.",5,2,402,444,"He said that some Member States 'say that we are not compromising or changing our jots', but they are turning to the Presidency-in-Office with the expectation of 'please get a result'. According to him, the task of politics is precisely to find solutions that are acceptable to all, but 'we cannot do this without a compromise, 'and therefore we need an open approach from all parties to compromise.",NEUTRAL,0.0010700360871851444,0.021274270489811897,0.9604465961456299,0.01720903255045414
"Merkel azt mondta, neki a jogállamiság az „európai projekt alapja”, a jogállamiság értékéről az alapszerződés 2. cikkelye szól, a jogállamiság megsértéséről pedig a 7. cikkely. Szerinte téves az a felfogás, ami szerint a források felhasználásához kapcsolt feltételek révén „a hátsó ajtón becsempészik” a 7. cikkelyben foglaltakat a költségvetési rendeletbe.",6,2,357,444,"Merkel said that for him the rule of law is the “foundation of the European project”, Article 2 of the Treaty on the value of the rule of law and Article 7 on the violation of the rule of law. According to him, the perception that Article 7 is 'smuggled through the back door' into the Financial Regulation by means of conditions linked to the use of resources is erroneous.",NEUTRAL,5.214183693169616e-5,0.3234625458717346,0.6751195788383484,0.0013657351955771446
"A soros elnökség nagyon sokat dolgozott az Európai Bizottság által előterjesztett rendeleten, amiről az Európai Tanács és az EU Tanácsa főtitkárságának jogi szolgálata is megállapította, hogy „nem mos össze” nem összetartozó dolgokat, a rendelet „nagyon erősen a büdzsére összpontosít” – mondta Merkel, aki szerint az álláspontok kialakításához mindig érdemes alaposan tanulmányozni az adott dokumentumot.",7,2,405,444,"The rotating presidency has worked very hard on the regulation presented by the European Commission, which the legal service of the General Secretariat of the European Council and the Council of the EU noted that “does not merge” things that are not related, the regulation “focuses very strongly on the budget”, he said Merkel, who says that in order to form positions, it is always worthwhile to carefully study the given document.",NEUTRAL,0.002690074034035206,0.013613734394311905,0.8279933333396912,0.15570291876792908
A magyar és a lengyel kormány két hete közölte: a források felhasználását jogállamisági feltételekhez kapcsoló mechanizmus miatt nem lát lehetőséget az EU-s költségvetés és a helyreállítási alap elfogadására.,8,2,208,444,"The Hungarian and Polish governments announced two weeks ago that due to the mechanism linking the use of funds to rule of law conditions, they do not see the possibility of adopting the EU budget and the recovery fund.",NEUTRAL,0.12347757816314697,0.1488109976053238,0.7236526608467102,0.004058678634464741
"Pénteken írtunk arról, hogy a magyar és a lengyel kormányfő azt állítja, Merkel a nyáron átverte őket, bár ennek a nyilvános dokumentumokban nincs nyoma, és bár jogi kifogásaik is vannak, a lényeg nem ez: a fő kérdés valójában az, hogy az EU-nak el kell-e viselnie, ha tagállamaiban egypártrendszer épül. (via Politico, MTI)",9,2,324,444,"We wrote on Friday that the Hungarian and Polish prime ministers claim that Merkel cheated them over the summer, although there is no trace of this in public documents, and although they also have legal objections, the point is not that: the main question is whether the EU should endure it if it is a party system in its Member States (via Politico, MTI)",NEUTRAL,8.018980151973665e-4,0.18422463536262512,0.8138145208358765,0.0011589342029765248
"Tele van a világsajtó azzal, hogy a magyar és a lengyel kormány meg akarja vétózni az EU költségvetését, és a bele tervezett óriási gazdaságélénkítő csomagot. Csütörtökön a két miniszterelnök találkozóján megerősítették Orbán és Morawiecki véd- és dacszövetségét a vétó ügyében, és világossá tették, hogy ameddig a többi ország és az Európai Parlament nem engedi el a jogállamisági mechanizmus sürgős bevezetését, addig blokkolják az összesen 1800 milliárd euró felszabadítását. ",1,3,479,444,"The world press is full of the fact that the Hungarian and Polish governments want to veto the EU budget and the huge economic recovery package planned into it. On Thursday, a meeting of the two prime ministers confirmed Orbán and Morawiecki's defence and defiance alliances on the veto issue and made it clear that until the other countries and the European Parliament release the urgent introduction of the Rule of Law Mechanism, a total of 1800 billion the release of euro.",NEUTRAL,0.011469986289739609,0.04659727215766907,0.91604083776474,0.02589190937578678
"Orbán Viktor csütörtökön azt is elmondta, hogy Magyarországnak nincs szüksége a gazdaságélénkítő csomagból ide eső részre. ""Magyarországnak semmilyen pénzügyi vesztesége nem származik abban az esetben sem, ha nem jön létre az európai válságkezelési alap"" - jelentette ki, és azt is hozzátette, hogy ""tévednek azok az újságírók, jogászok, politikusok, akik azt hiszik, ez pénzügyi kérdés, ugyanis ezt a vitát pénzzel nem lehet megoldani"".",2,3,437,444,"On Thursday, Mr. Orbán also said that Hungary does not need the share of the economic stimulus package. “Hungary will not suffer any financial losses even if the European crisis fund is not established,” he said, adding that “journalists, lawyers and politicians who believe this is a financial issue are wrong, because this debate is not can be solved”.",NEUTRAL,0.01648661307990551,0.23082740604877472,0.7389122843742371,0.013773666694760323
"A hivatalos magyar kormányzati álláspont tehát az, hogy a pénz nem számít. Ehhez képest a magyar kormány bürokratái szorgalmasan dolgoznak a pénz elosztásán, és erről folyamatosan egyeztetnek az Európai Bizottság illetékeseivel. ",3,3,229,444,"So the official Hungarian government position is that money does not matter. Compared to this, the bureaucrats of the Hungarian government are working diligently on the distribution of money and are constantly discussing it with the European Commission's authorities.",NEUTRAL,0.07698603719472885,0.21883079409599304,0.6970130801200867,0.007170115597546101
"Ágostházy Szabolcs, az ITM államtitkára egy pénteki konferencián arról beszélt, hogy az egyeztetések jó hangulatúak, előre mutatók, és a politikai viták egyáltalán nem befolyásolják Brüsszel és Budapest együttműködését a pénz elosztási menetéről szóló megbeszéléseken. Megállapításait megerősítették a Bizottság képviselői is.",4,3,326,444,"Szabolcs Ágostházy, Minister of State of the ITM said at a conference on Friday that the discussions are in a good mood, predictive, and political debates do not affect the cooperation of Brussels and Budapest in the discussions on the distribution of money. Its findings were confirmed by the representatives of the Commission.",NEUTRAL,1.4553852088283747e-4,0.002654023701325059,0.8873620629310608,0.10983831435441971
"Az Európai Bizottság magyarországi képviselete által szervezett online konferencián az is elhangzott, hogy a magyar kormány már egy hete, november 20-án megküldte Brüsszelnek, hogy mire kívánja elkölteni az EU gazdaságélénkítő csomagjából a Magyarországnak járó pénzt. Ezzel a lelkesebb tagállamok közé tartozunk, hiszen a tervek véglegesítésére 2021 április 30. a végső határidő, és vannak országok, amelyek még egyáltalán nem tartanak annyira előre a tervezgetésben, mint a magyar. ",5,3,484,444,"At the online conference organised by the European Commission's representation in Hungary, it was also said that the Hungarian government sent Brussels on 20 November what it intends to spend the money owed to Hungary from the EU's economic recovery package a week ago. This makes us one of the more enthusiastic Member States, since the final deadline for finalising the plans is 30 April 2021, and there are countries that are not as far forward in planning as the Hungarian.",NEUTRAL,4.915136378258467e-4,0.008205345831811428,0.9143103361129761,0.07699275761842728
Vagyis a kormányfő tervezett vétója ellenére a magyar államigazgatás gőzerővel dolgozik a pénz elköltéséhez szükséges tervek brüsszeli engedélyeztetésén. ,6,3,154,444,"In other words, despite the Prime Minister's planned veto, the Hungarian government administration is working full force to authorise plans for spending money in Brussels.",NEUTRAL,9.310215245932341e-4,0.03136594220995903,0.9588579535484314,0.008845108561217785
"Megkérdeztük Ágostházy államtitkárt, hogy ha a miniszterelnök szerint ""semmilyen veszteség sem érné"" Magyarországot, ha nem kapnánk meg a pénzt, akkor nem érzi-e feleslegesnek a pénz lehívhatóságáért kifejtett munkát. Azt mondta, hogy a miniszterelnöknek teljesen igaza volt, mert ezeket a terveket az EU hozzájárulása nélkül, saját forrásból is megvalósítaná Magyarország, legfeljebb valamivel lassabban. Ezért a tervek nem feleslegesek, és csupa olyan programot írnak össze, amit akkor is megvalósítana a kormány, ha az EU nem adna rá pénzt. ",7,3,544,444,"We asked Secretary of State Ágostházy if the Prime Minister said that “no loss would be worth” Hungary, if we did not receive the money, then the work on the ability to call the money would not be superfluous. He said that the Prime Minister was absolutely right, because without the EU's consent, Hungary would implement these plans from its own resources, at least slightly slower. Therefore, the plans are not superfluous, and they are all putting together a programme that the government would implement even if the EU did not give the money.",NEUTRAL,0.12849725782871246,0.28403759002685547,0.5174079537391663,0.07005728036165237
"Ugyanakkor a konferencián kiderült, hogy a gazdaságélénkítő alapból Magyarország nyereséggel jönne ki, vagyis Orbán csütörtöki állítása nem volt igaz, amikor azt mondta, hogy semmit sem vesztene az ország. Valójában rengeteg pénzt vesztene.",8,3,240,444,"At the same time, the conference revealed that Hungary would come out of the economic recovery fund with profit, i.e. Orbán's statement on Thursday was not true when he said that the country would lose nothing. Actually, you'd lose a lot of money.",NEGATIVE,1.9372085807844996e-4,0.5545442700386047,0.4395677149295807,0.005694229621440172
"A gazdaságélénkítő csomagból Magyarországnak kedvezményes hitel és vissza nem térítendő támogatás is járna, viszont a kormánynak be kell szállnia az egész program költségeibe. ",9,3,176,444,"From the economic stimulus package, Hungary would also benefit from preferential loans and grants, but the government would have to contribute to the costs of the whole programme.",NEUTRAL,0.0027763787657022476,0.12437225133180618,0.857171893119812,0.01567942090332508
"Egy bizottsági szakember számításai szerint Magyarország mintegy 3,4 milliárd euróval, azaz körülbelül 1200 milliárd forinttal többet vehet ki a csomagból, mint amennyit bele kell majd raknia. ",10,3,193,444,"According to the calculations of a Commission expert, Hungary can withdraw some EUR 3.4 billion more from the package than it will have to put in it.",NEUTRAL,0.026268187910318375,0.3684193789958954,0.5877587199211121,0.01755359023809433
"Ráadásul az EU-s pénz a következő öt-hat évben lenne hozzáférhető, a saját részt viszont csak 2028-tól kellene törleszteni. Illetve a fenti számításban az sincs benne, hogy az EU-tól kapott kedvezményes hitel mennyivel volna olcsóbb, mintha a piaci forrásokat vonna be a magyar kormány. Vagyis ez a bő 1000 milliárd forintos nyereség csak az összes lehívható és egyszer visszafizetendő pénz közti különbséget mutatja, minden egyéb járulékos haszon (kisebb kamat, a 30-as és 40-es évekre maradó törlesztés lehetősége) nélkül.",11,3,524,444,"Moreover, EU money would be available over the next five to six years, but the own share would only have to be repaid from 2028. Nor does the above calculation state how much the preferential loan received from the EU would be cheaper than if the Hungarian government had involved market resources. In other words, this profit of HUF 1000 billion only shows the difference between all the money that can be called back and repaid once, without any other additional benefits (less interest, the possibility of repayment to the 30s and 40s).",NEUTRAL,0.0060005527921020985,0.29107287526130676,0.6982727646827698,0.004653717391192913
"A magyar kormány úgy számol, hogy összesen 6000 milliárd forint körüli összeget hívna le az EU-tól a gazdaságélénkítő csomagból, ám azt egyelőre nem árulták el, hogy ebből mennyi volna a hitel, és mennyi a vissza nem térítendő támogatás. ",12,3,238,444,"The Hungarian Government expends that a total amount of around HUF 6000 billion is drawn from the EU from the economic stimulus package, but it has not yet been stated how many of these loans and how much grants are.",NEUTRAL,1.4940959226805717e-4,0.0484919548034668,0.942153811454773,0.009204810485243797
"Mivel a konferencián a Bizottság emberei mindig euróban, a magyar kormány illetékese viszont mindig forintban említett összegeket, még úgy is nehéz volt összehasonlítani az általuk közölt számításokat, hogy általában hozzátették, hogy 2018-as vagy éppen mai árfolyamon számolnak-e. ",13,3,282,444,"Since at the conference the Commission's people always mentioned the amounts in euros, while the Hungarian government's authority always mentioned in HUF, it was difficult to compare the calculations they made, even if they usually added whether they would count on 2018 or today's rate.",NEUTRAL,0.0027878570836037397,0.312132328748703,0.681804895401001,0.0032750156242400408
"A pénzt egyébként úgy kell elkölteni, hogy az Európai Bizottság által támogatható reformok valósuljanak meg belőle, és legalább 37 százalékát klímavédelemmel összefüggő, míg legalább 20 százalékát digitalizációval kapcsolatos beruházásokra kell költeni. A magyar terv mindkét előírást bőven teljesíti, zöld célokra 45 százalék feletti, digitalizációsra pedig 24 százalék feletti részt terveztek be. A magyar felosztás így nézne ki:",14,3,431,444,"By the way, the money must be spent in such a way that the European Commission can support reforms, and at least 37 per cent must be spent on climate protection investments and at least 20% on digitisation investments. The Hungarian plan fulfils both requirements, for green purposes above 45 percent and for digitisation more than 24 percent were planned. The Hungarian division would look like this:",NEUTRAL,0.10437923669815063,0.1048957109451294,0.7380737066268921,0.05265132710337639
"A nemzeti programokat legkorábban 2021 közepére hagyhatja jóvá az Európai Bizottság, de a magyar kormány arra készül, hogy saját forrásból a programok előfinanszírozását már azelőtt megkezdi, hogy Brüsszelből elkezdenék utalni a programokra a pénzt. Persze ez a menetrend egy olyan esetre vonatkozik, amiben nincs vétó, és lesz költségvetése az EU-nak.",15,3,352,444,"National programmes can be approved by the European Commission not earlier than mid-2021, but the Hungarian Government is preparing to start pre-financing programmes from its own resources before they start transferring money from Brussels to programmes. Of course, this agenda concerns a case where there is no veto and the EU will have a budget.",NEUTRAL,7.37933034542948e-4,0.017692111432552338,0.9723913073539734,0.009178642183542252
"Pénteken a tagállamok brüsszeli nagykövetei megvitatták a csütörtöki magyar-lengyel közleményt a vétóról. A megbeszélésről kiszivárgott hírek szerint a többi tagállam közül egyik sem volt nyitott arra, hogy a jogállamisági mechanizmusról szóló vita elölről kezdődjön, vagyis továbbra is patthelyzet van. ",16,3,304,444,"On Friday, the ambassadors of the Member States in Brussels discussed Thursday's Hungarian-Polish communication on the veto. According to the news leaked from the meeting, none of the other Member States was open to the debate on the rule of law mechanism to start again, meaning that there is still a stalemate.",NEUTRAL,2.441085598547943e-5,0.28768283128738403,0.7114050388336182,8.876899955794215e-4
"Több tagállam is jelezte azonban, hogy el kellene kezdeni a tervezgetést, hogyan lehetne kiszervezni a mentőcsomagot az EU költségvetéséből, hogy Magyarország és Lengyelország részvétele nélkül is el lehessen indítani a programokat kormányközi együttműködéssel. Ebben az esetben a fenti hazai programokra nem járna EU-s pénz.",17,3,325,444,"However, several Member States have indicated that planning should be started, how to outsource the rescue package from the EU budget so that the programmes could be launched through intergovernmental cooperation without Hungary and Poland's participation. In this case, the above domestic programmes would not be eligible for EU money.",NEUTRAL,0.0015980341704562306,0.13060583174228668,0.8647109866142273,0.003085111500695348
"
Minden hétköznap elküldjük, amit a járványról tudni érdemes. Iratkozz fel, és vigyázzunk egymásra!
",1,4,100,444,"
Every weekday we send you what you need to know about the epidemic. Sign up and take care of each other!",POSITIVE,0.010138832032680511,0.010416174307465553,0.38474297523498535,0.5947020053863525
"„Két csatatér van most, két frontvonal” - mondta Orbán Viktor péntek reggel az állami rádióban. A két frontvonal: a kórházak és az iskolák. Utóbbi azért fontos, mert munkahelyeket ment meg, hiszen ha a szülő nem tudja beadni a gyereket, akkor otthon kell maradnia, és veszélybe kerül a megélhetése. ",2,4,299,444,"“There are two battlefields now, two front lines,” Mr. Orbán said on the state radio on Friday morning. The two front lines: hospitals and schools. The latter is important because it saves jobs, because if the parent cannot inject the child, he must stay at home and his livelihood is compromised.",NEUTRAL,0.0012207174440845847,0.15541395545005798,0.8112340569496155,0.03213126212358475
"„Ami a kórházakat illeti, ott nem látok egyelőre biztató jeleket”- mondta Orbán, aki optimista ugyan, de nem azért mert egyik napról a másikra javultak volna az adatok, sőt, összességében egyre többen vannak kórházban. ",3,4,219,444,"“As far as hospitals are concerned, I do not see any encouraging signs there yet,” said Orbán, who is optimistic, but not because of the improvement of data overnight, and in fact, more and more people are in hospitals overall.",NEUTRAL,0.2851584255695343,0.12172894924879074,0.5575247406959534,0.035587869584560394
"„Most az operatív törzs üléséről jövök, és azt látom, hogy mára 9500 magasságában van, tehát el fogjuk érni a tízezer kórházi ágyon fekvő betegszámot hamarosan.”Ha ez így van, az nagyon meglepő, mert csütörtökön még 7500 kórházban fekvő fertőzöttről lehetett tudni a hivatalos adatok alapján. Az pedig nem tűnik reálisnak, hogy egy nap alatt kétezerrel megugrott volna. ",4,4,370,444,"“Now I come from the session of the Operational Tribe, and I see that it is now at 9500, so we will reach the number of patients in the hospital bed to 10,000 soon.”If this is the case, it is very surprising, because on Thursday there were 7500 infested in hospitals, according to official data. And it seems unrealistic that he would have risen by two thousand in a day.",NEUTRAL,7.229972979985178e-4,0.4117232859134674,0.5733685493469238,0.01418516505509615
"Lehetséges, hogy Orbán nemcsak a fertőzöttekre, hanem az összes kórházban fekvő betegre gondolt, ideértve a nem koronásokat is? Elképzelhető, bár végig fertőzöttségi számokról, járványadatokról beszélt. (Frissítés 9:50: A kormány közleménye szerint Orbán
a megfigyelés alatt álló, kórházban fekvő, koronavírus gyanús, de még nem igazolt betegeket is számításba vette.) ",5,4,369,444,"Is it possible that Orbán was thinking not only of the infected, but of all the patients in the hospital, including the non-coronants? It's possible, though he's been talking about infection numbers, epidemic data. (Update 9:50: According to the Government's announcement, Orbán
including patients with suspected but not yet confirmed coronavirus under observation in hospitals.)",NEUTRAL,2.2095955500844866e-4,0.20185203850269318,0.7844982147216797,0.013428817503154278
NA,6,4,0,444,"NA",NEGATIVE,0.22680647671222687,0.5512260794639587,0.19758300483226776,0.02438449114561081
"Szó volt a pedagógusok, szociális és egészségügyi dolgozók szűréséről, amit szerinte „félkatonai rendszerben kell elvégezni”. Szerinte elég kevés tanár utasítja el a tesztelést, így a jövő hét elején általánosan érvényes képünk lehet a fertőzöttségi helyzetről. A tesztelésbe bevont orvostanhallgatókról azt mondta, „nagyon helyesek, romlatlan fiatalok”. ",7,4,355,444,"There was a question of screening teachers, social and health workers, which he said should be done in a “paramilitary system”. According to him, quite a few teachers refuse testing, so we can have a general picture of the contamination situation early next week. About the medical students involved in the test, he said, “very cute, unspoiled young people.”",NEUTRAL,0.11294516175985336,0.11979588121175766,0.6902157068252563,0.07704319804906845
NA,8,4,0,444,"NA",NEGATIVE,0.22680647671222687,0.5512260794639587,0.19758300483226776,0.02438449114561081
"Kiderült, hogy ha lesz vakcina, 13 ezer helyszínen terveznek oltani, és lehet majd levélben és online is regisztrálni. Arról, hogy karácsonykor milyen járványügyi intézkedések lesznek, még nem tudott mit mondani. ",9,4,213,444,"It turns out that if there is a vaccine, they plan to vaccinate at 13,000 sites, and it will be possible to register by mail and online. About what kind of epidemiological measures will be taken at Christmas, he didn't know what to say.",NEUTRAL,0.02325718104839325,0.08483806997537613,0.8631109595298767,0.028793886303901672
"A 26 perces interjú első fele a bevándorlásról és Soros Györgyről szólt. A kiindulási alap persze a lengyel-magyar vétó volt, ami miatt nem sikerült elfogadni a következő európai uniós költségvetést és a helyreállítási alapot. A két ország a jogállamisági mechanizmus miatt tiltakozik, csütörtökön közösen megüzenték, hogy nem engednek. ",10,4,337,444,"The first half of the 26-minute interview was about immigration and George Soros. The starting point was, of course, the Polish-Hungarian veto, which led to the failure to adopt the next EU budget and the recovery fund. The two countries are protesting because of the Rule of Law Mechanism, and they sent a message on Thursday that they will not allow.",NEGATIVE,4.6977808233350515e-4,0.6979013681411743,0.3002278506755829,0.0014010024024173617
"„Én nem akarok kompromisszumot kötni” - mondta Orbán, hanem megoldást szeretne. „A mi pozíciónk betonszilárdságú”, a többiekén viszont lehet változtatni, mert szerinte az csak politikai alapú. Majd előhúzta az utóbbi időben többször ismételt magyarázatot, miszerint a jogállamisági mechanizmus valójában a bevándorlásról szól. „Magyarország a magyaroké” - vette át a szélsőjobboldali Jobbik 2009-es szlogenjét. ",11,4,411,444,"“I do not want to compromise,” Orbán said, but wants a solution. “Our position is concrete strength”, but the others can be changed because he believes it is only political. He then pulled out the recent repeated explanation that the rule of law mechanism is actually about immigration. “Hungary is the Hungarians” - took over the far-right Jobbik's 2009 slogan.",NEUTRAL,3.9260261110030115e-4,0.2141357660293579,0.7659620046615601,0.01950962468981743
"
Pedig a jogállamisági kritériumokat nem a bevándorláshoz, hanem valahogy mindenképpen az EU-s pénzekhez kell kötni a most érvényes megállapodás szerint.. Nem evidens, ebbe hogy tartozhat bele a bevándorlás. ",12,4,208,444,"
However, the rule of law criteria must not be linked to immigration, but somehow to EU money under the agreement that is now in force. It's not evident how immigration can be included.",NEUTRAL,0.004271157085895538,0.49528300762176514,0.4985751211643219,0.0018707963172346354
"„Szövi mint pók a hálót” - mondta Sorosról, aki „jobb lenne, ha hazamenne” Amerikába.",13,4,85,444,"“Waves like a spider on the net,” said about Soros, who “it would be better to go home” to America.",NEGATIVE,1.9453286950010806e-4,0.51573944091796875,0.46786677837371826,0.016199273988604546
NA,14,4,0,444,"NA",NEGATIVE,0.22680647671222687,0.5512260794639587,0.19758300483226776,0.02438449114561081
